feature_age,feature_income,feature_tenure,feature_num_products,feature_credit_score,feature_balance,feature_is_active,feature_num_transactions,feature_avg_transaction,feature_debt_ratio,target
49.09145212720239,39123.27242320587,9.261145388855699,3.097735950951117,730.1847347791439,9153.349308457688,1.0,16.657757455250337,319.9794720844807,0.3851901219403715,0
47.513966404579655,42840.649107761754,6.088847433240108,1.7916335829168568,771.7370198048079,10606.384693841648,1.0,32.995778113041524,55.579538712681114,0.3009116751265356,1
39.74461618909094,46064.59695578811,1.2112445901059772,3.5058049465006014,702.4342540087605,5144.977503889663,1.0,29.834122383199272,196.26238473815914,0.34753249164754163,1
46.5250564436817,51203.920588500514,6.021579386325649,2.730224421381606,637.4524090927956,7896.891514327252,1.0,9.955848804502006,350.1087361759514,0.2423247563811141,0
33.4904632626998,42798.01776174318,4.432087830081334,1.9424192864323695,724.0268798585884,17824.289166989307,0.0,19.17972078872283,205.3263475699111,0.6142670876986233,0
21.70507552902381,62515.524427659824,4.313714852364116,0.6516802499408467,591.0351645851772,3887.52737310501,1.0,21.6875960235416,81.69450920861809,0.09222838845029607,1
56.78510560062033,38597.252504638534,7.699308938769762,3.016168563831204,597.9405797389817,9439.641800203684,1.0,17.032250364933947,156.18140769041983,0.2740414894075591,1
44.766139840355336,81438.06826447949,7.1273524406280035,1.3194386353455225,642.9376180997167,16247.26738901352,1.0,2.7495682538210318,332.9382672746465,0.2178882468002046,0
19.336519137900837,55709.11433164539,6.048853699556802,2.788857377328108,729.5764359181834,14120.351186622314,0.0,22.06146445202424,172.293502679261,0.2579157600448797,0
29.410644141871906,72643.30229378288,6.45149673953606,3.5544243384974337,743.4620201983391,14240.335163243366,1.0,18.2996552168236,302.21214029452244,0.5334885094904022,0
33.804279455250786,38799.839431829445,7.804990266440548,3.142443412216901,575.810337634234,3106.2600639842713,0.0,8.266092177832927,152.52943997075286,0.5633496146467118,0
43.41558562523825,50347.94981330953,3.337129655404413,1.242332017653147,659.1507679596705,2178.9073513846324,0.0,16.590033504637887,318.7213408163858,0.3992608700377738,1
53.26922009463607,57087.14082094576,5.470075395732202,1.52918490809131,750.0677811519628,10391.247505831116,1.0,15.494604243259282,220.0830146138575,0.15826806980526117,1
43.07652871004884,81713.0385522226,8.961421172861167,3.1207188594259843,653.2353311037765,7488.840894830529,0.0,35.82463353631404,266.83789810813505,0.46302993419998406,0
35.67019754807377,56898.99865353074,3.378797014085743,3.5506975608425444,579.9930384096804,-1818.7056391255974,1.0,22.508206144230563,248.82987102492885,0.3122677576929712,0
44.67363142919407,77663.5686409082,3.7649681986094445,2.4721938124473115,681.0171805091402,11601.700908297942,1.0,12.479702371079146,206.52707508787051,0.02648528576153225,1
37.77829366549265,44787.91632917657,3.286758198055536,2.3154398082013548,759.2154166988915,15274.583165939486,0.0,18.554454601283048,27.277054838916143,0.40345294134845555,1
41.82866975458064,78030.17035982608,8.284162390427712,4.301735875349762,641.5841837109863,23444.66503634714,1.0,4.1758773816363775,318.29665966855475,0.28022873438524154,1
33.3377803644997,45304.037891251326,3.692687338603235,4.147182122848373,644.1294268586284,11231.566440930943,1.0,24.461082139213367,316.72475075447073,0.31168982073447354,1
27.93190548240812,28802.91304662701,8.341635797796865,2.7477646765487336,801.4264971529044,10571.39864591239,1.0,18.77134152675618,293.9985071491358,0.43768099052799747,1
52.83158548523617,25851.970615942573,3.8705165318656727,2.1290934659531606,721.5853556882272,5981.1654200196,1.0,29.187430634935176,323.31913908291205,0.5379922888313295,1
36.80050728830364,58502.114664551256,5.703727660961629,3.1542377552435372,612.4195155639318,13968.861107281627,1.0,19.29288867228776,190.54698966354587,0.13866431082215686,1
41.18289757341211,52169.140136508424,6.042285913894371,1.2673077890168372,730.6148435085311,9815.77372755331,1.0,31.116309835873302,287.24665582070645,0.36153987172554936,1
33.99196227794626,59110.48727513271,3.512926097742075,2.7154329593816793,754.4473822034552,28068.74634166814,0.0,31.566550673642304,116.33949243214215,0.3805964640542667,1
